,ID,Degree,betweenness_centrality,clust_coefficient,closeness_centrality,eigenvector_centrality
252,"['TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'GATA2', 'SPI1', 'KLF4', 'ONECUT1', 'HNF1B', 'HNF4A']",4,0.0,0,0.0004088725339875294,0.008108734927241457
6709,"['MITF', 'FOXD3', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'NR2F2']",4,0.0,0,0.0004088725339875294,0.008980668476385633
7640,"['HNF1A', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'TBX5']",4,0.0,0,0.0004088725339875294,0.002462449872583995
5800,"['NKX3-2', 'SOX9', 'NEUROG3', 'FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'TP53', 'HMGA2', 'PLAG1']",4,0.0,0,0.0004088725339875294,-0.005350751109201373
7171,"['KLF4', 'CEBPB', 'PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'MYOD1', 'BARX2']",4,0.0,0,0.0004088725339875294,0.01842055514119558
6233,"['NCOA3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'NFIA']",4,0.0,0,0.0004088725339875294,0.013330637437930762
6513,"['MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'HLX']",4,0.0,0,0.0004088725339875294,-0.012595545116800956
6229,"['NCOA3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'NFE2L2', 'ATF3']",4,0.0,0,0.0004088725339875294,-0.005300225534618125
8316,"['FOXD3', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'GTF3A']",4,0.0,0,0.0004088725339875294,-0.005350751110678712
6514,"['MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'HIF1A']",4,0.0,0,0.0004088725339875294,0.003135117572154028
9352,"['ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'ZNF385A']",4,0.0,0,0.0004088725339875294,0.013330637439328889
6225,"['NCOA3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HIC1']",4,0.0,0,0.0004088725339875294,0.002462449872527466
6224,"['NCOA3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HMGA1']",4,0.0,0,0.0004088725339875294,0.03396245449080108
8995,"['DLX4', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'PBX1']",4,0.0,0,0.0004088725339875294,0.01633407807313562
8265,"['FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'TP53', 'STAT5A', 'FOS', 'PRDM1', 'MSX1', 'PAX3', 'MYOD1', 'BARX2']",4,0.0,0,0.0004088725339875294,-0.012595545117587363
8908,"['E2F1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'GATA6', 'NKX2-1', 'HEY1']",4,0.0,0,0.0004088725339875294,0.0024678188065110867
9355,"['ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'STAT5A', 'DPF3']",4,0.0,0,0.0004088725339875294,-0.012595545116275171
9356,"['ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'SPDEF']",4,0.0,0,0.0004088725339875294,0.0002901650108989421
7383,"['JUN', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'HIF1A']",4,0.0,0,0.0004088725339875294,-0.012595545116695856
8907,"['E2F1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'PHOX2A']",4,0.0,0,0.0004088725339875294,-0.005350751111190731
8319,"['FOXD3', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'PBX1']",4,0.0,0,0.0004088725339875294,0.013154927791055614
9363,"['ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'FOXO1', 'RAG1']",4,0.0,0,0.0004088725339875294,0.013154927791962607
536,"['TCF12', 'MYB', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'HIF1A']",4,0.0,0,0.0004088725339875294,-0.005350751110241845
378,"['TCF7L2', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'FOXO1', 'CREB1', 'NR4A2']",4,0.0,0,0.0004088725339875294,0.02544763036667171
115,"['YBX1', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'STAT5A', 'PAX5', 'BACH2']",4,0.0,0,0.0004088725339875294,0.008108734926985259
8904,"['E2F1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'HEYL']",4,0.0,0,0.0004088725339875294,0.0015905163211393492
8147,"['FOXO3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'HIF1A']",4,0.0,0,0.0004088725339875294,0.010982642930181802
6200,"['NCOA3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'GTF2B']",4,0.0,0,0.0004088725339875294,0.003661173193050213
6234,"['NCOA3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'NEUROG3', 'PAX4']",4,0.0,0,0.0004088725339875294,-0.005350751109480367
6511,"['MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'JUNB']",4,0.0,0,0.0004088725339875294,0.011854576479008255
7024,"['KLF5', 'SOX2', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HMGA1', 'STAT3', 'BATF']",4,0.0,0,0.0004088725339875294,0.008108734927317457
9350,"['ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'TCF7']",4,0.0,0,0.0004088725339875294,0.00898066847571764
6262,"['NCOA1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'RELA', 'TWIST2']",4,0.0,0,0.0004088725339875294,0.0002901650097029654
8933,"['E2F1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'RORC']",4,0.0,0,0.0004088725339875294,-0.012595545117888442
8932,"['E2F1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'MYBL2']",4,0.0,0,0.0004088725339875294,-0.008224659112227792
6255,"['NCOA1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'ZNF385A']",4,0.0,0,0.0004088725339875294,0.0015905163210043023
660,"['TAL1', 'MYB', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'JUNB']",4,0.0,0,0.0004088725339875294,-0.0053507511104298865
6499,"['MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'NEUROG3', 'NEUROD1', 'NKX2-2', 'FOXA2', 'SOX14']",4,0.0,0,0.0004088725339875294,0.00029016500879771575
7178,"['KLF4', 'CEBPB', 'PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'HIF1A', 'ETS1']",4,0.0,0,0.0004088725339875294,0.0026660952069422874
7359,"['JUN', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'HLX']",4,0.0,0,0.0004088725339875294,0.02871428648061684
7362,"['JUN', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'BATF']",4,0.0,0,0.0004088725339875294,-0.0053507511113682115
7173,"['KLF4', 'CEBPB', 'PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'MYCN', 'MLXIP']",4,0.0,0,0.0004088725339875294,0.02342105669423378
120,"['YBX1', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'IKZF1', 'GFI1']",4,0.0,0,0.0004088725339875294,0.0015905163208299905
8152,"['FOXO3', 'FOXP3', 'IRF8', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'FOS', 'PRDM1', 'MSX1', 'PAX3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'SREBF1', 'AR', 'TWIST1', 'FOXM1', 'STAT3', 'RORC']",4,0.0,0,0.0004088725339875294,0.00810873492531617
7365,"['JUN', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'ZEB1', 'SIX2']",4,0.0,0,0.0004088725339875294,-0.012595545117758103
8150,"['FOXO3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'BATF']",4,0.0,0,0.0004088725339875294,0.0015069974921324818
6244,"['NCOA3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'POU2F1']",4,0.0,0,0.0004088725339875294,-0.005350751110246622
8927,"['E2F1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'NEUROG3', 'NEUROD1', 'NKX2-2', 'FOXA2', 'PDX1']",4,0.0,0,0.0004088725339875294,-0.011857459192939623
119,"['YBX1', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'TBX21', 'ZEB2']",4,0.0,0,0.0004088725339875294,-0.012595545117715557
8596,"['ESRRB', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'NEUROG3', 'NEUROD1', 'NKX2-2', 'FOXA2', 'PDX1']",4,0.0,0,0.0004088725339875294,-0.015152766311982355
8311,"['FOXD3', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'RAG1']",4,0.0,0,0.0004088725339875294,-0.0036848371280472974
9244,"['BCL6', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'HIF1A']",4,0.0,0,0.0004088725339875294,0.003732500467572012
8920,"['E2F1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'ARID5B']",4,0.0,0,0.0004088725339875294,0.0033397523569646008
8918,"['E2F1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'ARID3A']",4,0.0,0,0.0004088725339875294,0.0011674674932440482
7372,"['JUN', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'FOXP3', 'IRF8', 'EBF1', 'ZNF423']",4,0.0,0,0.0004088725339875294,0.015353528932256786
7392,"['JUN', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'PLAGL1']",4,0.0,0,0.0004088725339875294,0.017918561907032473
6517,"['MYC', 'NFE2L2', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'ZFP57']",4,0.0,0,0.0004088725339875294,-0.00024252214792091088
9375,"['ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'HES7']",4,0.0,0,0.0004088725339875294,0.013154927792106294
8146,"['FOXO3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'HLX']",4,0.0,0,0.0004088725339875294,-0.011857459194288482
649,"['TAL1', 'MYB', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'RAG1']",4,0.0,0,0.0004088725339875294,0.014135476932463621
6165,"['NFATC1', 'NFATC3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'ARID5B']",4,0.0,0,0.0004088725339875294,-0.005541215732001053
8254,"['FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'SIX6']",4,0.0,0,0.0004088725339875294,0.015353528932430095
8882,"['E2F1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'ZNF385A']",4,0.0,0,0.0004088725339875294,0.001167467493502416
6163,"['NFATC1', 'NFATC3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'ARID3A']",4,0.0,0,0.0004088725339875294,0.010281019788753837
8132,"['FOXO3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'NEUROG3', 'PAX4']",4,0.0,0,0.0004088725339875294,-0.012595545117577345
6160,"['NFATC1', 'NFATC3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HIC1']",4,0.0,0,0.0004088725339875294,0.004091901072343336
6541,"['MYC', 'NFE2L2', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'PBX1']",4,0.0,0,0.0004088725339875294,0.020450247373292457
7425,"['JUN', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'NFE2L2', 'ATF3']",4,0.0,0,0.0004088725339875294,-0.004355828991854923
8131,"['FOXO3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'NFIA']",4,0.0,0,0.0004088725339875294,-0.00535075111070645
6543,"['MYC', 'NFE2L2', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'HEY2']",4,0.0,0,0.0004088725339875294,0.009567304831222782
9400,"['ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'NEUROG3', 'FEV']",4,0.0,0,0.0004088725339875294,-0.00822465911234942
9237,"['BCL6', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'NKX2-1']",4,0.0,0,0.0004088725339875294,0.01098264292893572
8252,"['FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'ETS1']",4,0.0,0,0.0004088725339875294,-0.005350751109807702
647,"['TAL1', 'MYB', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'TFEB']",4,0.0,0,0.0004088725339875294,0.010281019787961572
646,"['TAL1', 'MYB', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'ZEB1', 'ETS1']",4,0.0,0,0.0004088725339875294,-0.012397268717308844
644,"['TAL1', 'MYB', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'ZEB2']",4,0.0,0,0.0004088725339875294,0.0189941203118019
9401,"['ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'MYBL2']",4,0.0,0,0.0004088725339875294,0.0015905163219146908
9402,"['ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TFEB']",4,0.0,0,0.0004088725339875294,0.0026660952068500135
6554,"['MYC', 'NFE2L2', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HMGA1']",4,0.0,0,0.0004088725339875294,-0.00822465911285337
8998,"['DLX4', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'HES1']",4,0.0,0,0.0004088725339875294,0.002467818806351377
7146,"['KLF4', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'IRF9', 'IRF7', 'ALX1']",4,0.0,0,0.0004088725339875294,0.007451440188406553
9000,"['DLX4', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'GATA6', 'NKX2-1', 'HEY1']",4,0.0,0,0.0004088725339875294,-0.008224659113175083
9238,"['BCL6', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'MYCN', 'MXI1']",4,0.0,0,0.0004088725339875294,0.02327534550503965
7156,"['KLF4', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'POU2F1']",4,0.0,0,0.0004088725339875294,0.0033397523576351625
